Accession	Virus Name	Virus Taxonomic ID	Host Taxonomic ID	Completeness	Isolate Collection date	Release date
OP572062.1	enterovirus D68	42789	9606.0	COMPLETE	2022-07-22	2022-10-10T00:00:00Z
OP572063.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-07	2022-10-10T00:00:00Z
OP572064.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-17	2022-10-10T00:00:00Z
OP572065.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-17	2022-10-10T00:00:00Z
OP572066.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-04	2022-10-10T00:00:00Z
OP572067.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-27	2022-10-10T00:00:00Z
OP572068.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-29	2022-10-10T00:00:00Z
OP572069.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-29	2022-10-10T00:00:00Z
OP572071.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-28	2022-10-10T00:00:00Z
OP572072.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-26	2022-10-10T00:00:00Z
OP572073.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-25	2022-10-10T00:00:00Z
OP572074.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-25	2022-10-10T00:00:00Z
OP572075.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-07	2022-10-10T00:00:00Z
OP572076.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-09	2022-10-10T00:00:00Z
OP572077.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-29	2022-10-10T00:00:00Z
OP572078.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-08	2022-10-10T00:00:00Z
OP572079.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-03	2022-10-10T00:00:00Z
OP572080.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-04	2022-10-10T00:00:00Z
OP572081.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-05	2022-10-10T00:00:00Z
OP572082.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-06	2022-10-10T00:00:00Z
OP572083.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-23	2022-10-10T00:00:00Z
OP572084.1	enterovirus D68	42789	9606.0	COMPLETE	2022-08-29	2022-10-10T00:00:00Z
OP572085.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-12	2022-10-10T00:00:00Z
OP572086.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-12	2022-10-10T00:00:00Z
OP572087.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-06	2022-10-10T00:00:00Z
OP572088.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-06	2022-10-10T00:00:00Z
OP572089.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-08	2022-10-10T00:00:00Z
OP572090.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-05	2022-10-10T00:00:00Z
OP572091.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-07	2022-10-10T00:00:00Z
OP572092.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-10	2022-10-10T00:00:00Z
OP572093.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-11	2022-10-10T00:00:00Z
OP572094.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-10	2022-10-10T00:00:00Z
OP572095.1	enterovirus D68	42789	9606.0	COMPLETE	2022-09-10	2022-10-10T00:00:00Z
OP672300.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-05-01	2023-01-25T00:00:00Z
OP672301.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2013-07-13	2023-01-25T00:00:00Z
OP672302.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2014-09-16	2023-01-25T00:00:00Z
OP672303.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2015-06-04	2023-01-25T00:00:00Z
OP672306.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2017-07-24	2023-01-25T00:00:00Z
OP672307.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2017-09-28	2023-01-25T00:00:00Z
OP806304.1	Enterovirus A	138948	9606.0	COMPLETE	2014-09-15	2023-06-28T00:00:00Z
OP886969.1	rhinovirus A1B	2777147	9606.0	COMPLETE	2021-05	2023-06-05T00:00:00Z
OP940108.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2015	2023-05-31T00:00:00Z
OQ116581.1	rhinovirus C13	2777132	9606.0	COMPLETE	2019	2023-06-10T00:00:00Z
OQ116582.1	rhinovirus A56	185916	9606.0	COMPLETE	2019	2023-06-10T00:00:00Z
OQ116583.1	rhinovirus C17	1219404	9606.0	COMPLETE	2019	2023-06-10T00:00:00Z
OQ215746.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2022-11	2023-01-30T00:00:00Z
OQ215747.1	Coxsackievirus A6	86107	9606.0	COMPLETE	2022-11	2023-01-30T00:00:00Z
OQ259520.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2019-02-09	2024-02-22T00:00:00Z
OQ259521.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2019-02-09	2024-02-22T00:00:00Z
OQ259522.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2019-02-09	2024-02-22T00:00:00Z
OQ259523.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2019-02-09	2024-02-22T00:00:00Z
OQ259524.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2019-02-09	2024-02-22T00:00:00Z
OQ259525.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2019-02-09	2024-02-22T00:00:00Z
OQ286202.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-03-02	2023-03-04T00:00:00Z
OQ286203.1	Poliovirus 1	12080	9606.0	COMPLETE	2019-05-03	2023-03-04T00:00:00Z
OQ286204.1	Poliovirus 1	12080	9606.0	COMPLETE	2019-05-09	2023-03-04T00:00:00Z
OQ286205.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-02-10	2023-03-04T00:00:00Z
OQ286206.1	Poliovirus 1	12080	9606.0	COMPLETE	2019-06-10	2023-03-04T00:00:00Z
OQ286207.1	Poliovirus 3	12086	9606.0	COMPLETE	2019-11-13	2023-03-04T00:00:00Z
OQ286208.1	Poliovirus 1	12080	9606.0	COMPLETE	2019-06-20	2023-03-04T00:00:00Z
OQ286209.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-01-21	2023-03-04T00:00:00Z
OQ286210.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-01-21	2023-03-04T00:00:00Z
OQ286211.1	Poliovirus 1	12080	9606.0	COMPLETE	2019-03-21	2023-03-04T00:00:00Z
OQ286212.1	Poliovirus 1	12080	9606.0	COMPLETE	2019-05-23	2023-03-04T00:00:00Z
OQ286213.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-02-24	2023-03-04T00:00:00Z
OQ286214.1	Poliovirus 3	12086	9606.0	COMPLETE	2019-11-25	2023-03-04T00:00:00Z
OQ286216.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-01-27	2023-03-04T00:00:00Z
OQ286217.1	Poliovirus 3	12086	9606.0	COMPLETE	2020-01-28	2023-03-04T00:00:00Z
OQ286218.1	Poliovirus 3	12086	9606.0	COMPLETE	2019-10-29	2023-03-04T00:00:00Z
OQ286219.1	Poliovirus 3	12086	9606.0	COMPLETE	2019-10-29	2023-03-04T00:00:00Z
OQ286220.1	Poliovirus 3	12086	9606.0	COMPLETE	2019-12-31	2023-03-04T00:00:00Z
OQ331222.1	rhinovirus C19	1418043	9606.0	COMPLETE	2020-03	2023-02-26T00:00:00Z
OQ331223.1	rhinovirus C26	2045069	9606.0	COMPLETE	2020-03	2023-02-26T00:00:00Z
OQ348028.1	rhinovirus C11	1240004	9606.0	COMPLETE	2022-11	2023-02-06T00:00:00Z
OQ348029.1	rhinovirus A13	185893	9606.0	COMPLETE	2022-11	2023-02-06T00:00:00Z
OQ451882.1	enterovirus D68	42789	9606.0	COMPLETE	2022-06-09	2023-03-04T00:00:00Z
OQ451883.1	Poliovirus 3	12086	9606.0	COMPLETE	2022-06-09	2023-03-04T00:00:00Z
OQ533275.1	Rhinovirus B	147712	9606.0	COMPLETE	2023-02-22	2023-04-04T00:00:00Z
OQ791511.1	Echovirus E4	35295	9606.0	COMPLETE	2009-05	2023-05-09T00:00:00Z
OQ791512.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-06	2023-05-09T00:00:00Z
OQ791513.1	Echovirus E30	41846	9606.0	COMPLETE	2009-06	2023-05-09T00:00:00Z
OQ791514.1	Echovirus E25	45101	9606.0	COMPLETE	2009-08	2023-05-09T00:00:00Z
OQ791515.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-08	2023-05-09T00:00:00Z
OQ791516.1	Echovirus E30	41846	9606.0	COMPLETE	2009-08	2023-05-09T00:00:00Z
OQ791517.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-08	2023-05-09T00:00:00Z
OQ791518.1	enterovirus D68	42789	9606.0	COMPLETE	2009-09	2023-05-09T00:00:00Z
OQ791519.1	enterovirus D68	42789	9606.0	COMPLETE	2009-09	2023-05-09T00:00:00Z
OQ791520.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-10	2023-05-09T00:00:00Z
OQ791521.1	rhinovirus A31	185902	9606.0	COMPLETE	2009-10	2023-05-09T00:00:00Z
OQ791522.1	rhinovirus A1	573824	9606.0	COMPLETE	2009-10	2023-05-09T00:00:00Z
OQ791523.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-11	2023-05-09T00:00:00Z
OQ791524.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-11	2023-05-09T00:00:00Z
OQ791525.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2009-11	2023-05-09T00:00:00Z
OQ791526.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-04	2023-05-09T00:00:00Z
OQ791527.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-07	2023-05-09T00:00:00Z
OQ791528.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-07	2023-05-09T00:00:00Z
OQ791529.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-07	2023-05-09T00:00:00Z
OQ791530.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-07	2023-05-09T00:00:00Z
OQ791531.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-07	2023-05-09T00:00:00Z
OQ791532.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-08	2023-05-09T00:00:00Z
OQ791533.1	Enterovirus A71	39054	9606.0	COMPLETE	2010-08	2023-05-09T00:00:00Z
OQ791534.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-09	2023-05-09T00:00:00Z
OQ791535.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-09	2023-05-09T00:00:00Z
OQ791537.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2010-10	2023-05-09T00:00:00Z
OQ791538.1	Enterovirus A71	39054	9606.0	COMPLETE	2010-11	2023-05-09T00:00:00Z
OQ791539.1	Echovirus E9	12060	9606.0	COMPLETE	2011-06	2023-05-09T00:00:00Z
OQ791540.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2011-08	2023-05-09T00:00:00Z
OQ791541.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09	2023-05-09T00:00:00Z
OQ791542.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2011-10	2023-05-09T00:00:00Z
OQ791543.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2011-10	2023-05-09T00:00:00Z
OQ791544.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2011-10	2023-05-09T00:00:00Z
OQ791545.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2011-11	2023-05-09T00:00:00Z
OQ791546.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2011-11	2023-05-09T00:00:00Z
OQ791547.1	Enterovirus C99	1295563	9606.0	COMPLETE	2013-01	2023-05-09T00:00:00Z
OQ791548.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2013-04	2023-05-09T00:00:00Z
OQ791549.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2013-07	2023-05-09T00:00:00Z
OQ791550.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2013-09	2023-05-09T00:00:00Z
OQ791551.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2013-09	2023-05-09T00:00:00Z
OQ791552.1	Echovirus E11	12078	9606.0	COMPLETE	2013-10	2023-05-09T00:00:00Z
OQ791553.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2014-03	2023-05-09T00:00:00Z
OQ791554.1	Echovirus E11	12078	9606.0	COMPLETE	2014-05	2023-05-09T00:00:00Z
OQ791555.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2014-09	2023-05-09T00:00:00Z
OQ791556.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2014-11	2023-05-09T00:00:00Z
OQ791557.1	Echovirus E18	47506	9606.0	COMPLETE	2015-03	2023-05-09T00:00:00Z
OQ791558.1	Echovirus E18	47506	9606.0	COMPLETE	2015-03	2023-05-09T00:00:00Z
OQ791559.1	Echovirus E18	47506	9606.0	COMPLETE	2015-03	2023-05-09T00:00:00Z
OQ791560.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2015-04	2023-05-09T00:00:00Z
OQ791561.1	Echovirus E11	12078	9606.0	COMPLETE	2015-05	2023-05-09T00:00:00Z
OQ791562.1	Echovirus E18	47506	9606.0	COMPLETE	2015-05	2023-05-09T00:00:00Z
OQ791564.1	Echovirus E18	47506	9606.0	COMPLETE	2015-08	2023-05-09T00:00:00Z
OQ791565.1	rhinovirus A1	573824	9606.0	COMPLETE	2015-09	2023-05-09T00:00:00Z
OQ791566.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2015-12	2023-05-09T00:00:00Z
OQ791568.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2016-08	2023-05-09T00:00:00Z
OQ791569.1	Echovirus E6	12062	9606.0	COMPLETE	2016-08	2023-05-09T00:00:00Z
OQ791570.1	Echovirus E31	47513	9606.0	COMPLETE	2016-10	2023-05-09T00:00:00Z
OQ791571.1	Echovirus E30	41846	9606.0	COMPLETE	2016-12	2023-05-09T00:00:00Z
OQ791572.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2018-09	2023-05-09T00:00:00Z
OQ791573.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2018-10	2023-05-09T00:00:00Z
OQ791574.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2018-10	2023-05-09T00:00:00Z
OQ791575.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2018-12	2023-05-09T00:00:00Z
OQ842402.1	rhinovirus A1	573824	9606.0	COMPLETE	2010-08	2023-05-16T00:00:00Z
OQ842403.1	Enterovirus A71	39054	9606.0	COMPLETE	2020-05	2023-05-16T00:00:00Z
OQ842404.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-07	2023-05-16T00:00:00Z
OQ842405.1	Enterovirus A71	39054	9606.0	COMPLETE	2013-06	2023-05-16T00:00:00Z
OQ842406.1	Enterovirus A71	39054	9606.0	COMPLETE	2013-08	2023-05-16T00:00:00Z
OQ842407.1	Enterovirus A71	39054	9606.0	COMPLETE	2013-08	2023-05-16T00:00:00Z
OQ842408.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-01	2023-05-16T00:00:00Z
OQ842409.1	Enterovirus A71	39054	9606.0	COMPLETE	2014-12	2023-05-16T00:00:00Z
OQ842410.1	Enterovirus A71	39054	9606.0	COMPLETE	2018-01	2023-05-16T00:00:00Z
OQ842411.1	Echovirus E30	41846	9606.0	COMPLETE	2020-09	2023-05-16T00:00:00Z
OQ842412.1	Echovirus E30	41846	9606.0	COMPLETE	2019-09	2023-05-16T00:00:00Z
OQ842413.1	Echovirus E6	12062	9606.0	COMPLETE	2009-07	2023-05-16T00:00:00Z
OQ842414.1	Echovirus E7	46018	9606.0	COMPLETE	2009-12	2023-05-16T00:00:00Z
OQ842415.1	Echovirus E16	47504	9606.0	COMPLETE	2010-08	2023-05-16T00:00:00Z
OQ842416.1	Echovirus E9	12060	9606.0	COMPLETE	2010-09	2023-05-16T00:00:00Z
OQ842417.1	Echovirus E6	12062	9606.0	COMPLETE	2010-10	2023-05-16T00:00:00Z
OQ842418.1	Echovirus E4	35295	9606.0	COMPLETE	2011-07	2023-05-16T00:00:00Z
OQ842419.1	Echovirus E6	12062	9606.0	COMPLETE	2011-09	2023-05-16T00:00:00Z
OQ842420.1	Echovirus E6	12062	9606.0	COMPLETE	2011-10	2023-05-16T00:00:00Z
OQ842421.1	Echovirus E18	47506	9606.0	COMPLETE	2012-08	2023-05-16T00:00:00Z
OQ842422.1	Echovirus E18	47506	9606.0	COMPLETE	2012-08	2023-05-16T00:00:00Z
OQ842423.1	Echovirus E25	45101	9606.0	COMPLETE	2013-08	2023-05-16T00:00:00Z
OQ842424.1	Echovirus E11	12078	9606.0	COMPLETE	2013-10	2023-05-16T00:00:00Z
OQ842425.1	Echovirus E11	12078	9606.0	COMPLETE	2014-06	2023-05-16T00:00:00Z
OQ842426.1	Echovirus E11	12078	9606.0	COMPLETE	2014-09	2023-05-16T00:00:00Z
OQ842427.1	Echovirus E9	12060	9606.0	COMPLETE	2016-06	2023-05-16T00:00:00Z
OQ842428.1	Echovirus E25	45101	9606.0	COMPLETE	2017-03	2023-05-16T00:00:00Z
OQ842429.1	Echovirus E30	41846	9606.0	COMPLETE	2017-10	2023-05-16T00:00:00Z
OQ842430.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2009-04	2023-05-16T00:00:00Z
OQ842431.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2009-09	2023-05-16T00:00:00Z
OQ842432.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2009-09	2023-05-16T00:00:00Z
OQ842433.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2009-09	2023-05-16T00:00:00Z
OQ842434.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2010-03	2023-05-16T00:00:00Z
OQ842435.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2010-05	2023-05-16T00:00:00Z
OQ842436.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2010-09	2023-05-16T00:00:00Z
OQ842437.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2010-09	2023-05-16T00:00:00Z
OQ842438.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2010-09	2023-05-16T00:00:00Z
OQ842439.1	Coxsackievirus A9	12067	9606.0	COMPLETE	2010-09	2023-05-16T00:00:00Z
OQ842440.1	Coxsackievirus B2	82639	9606.0	COMPLETE	2010-09	2023-05-16T00:00:00Z
OQ842442.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2011-08	2023-05-16T00:00:00Z
OQ842443.1	Coxsackievirus B2	82639	9606.0	COMPLETE	2011-12	2023-05-16T00:00:00Z
OQ842445.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2012-05	2023-05-16T00:00:00Z
OQ842446.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2012-08	2023-05-16T00:00:00Z
OQ842447.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2012-11	2023-05-16T00:00:00Z
OQ842448.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2012-11	2023-05-16T00:00:00Z
OQ842449.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2013-10	2023-05-16T00:00:00Z
OQ842450.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2013-10	2023-05-16T00:00:00Z
OQ842451.1	Coxsackievirus B4	12073	9606.0	COMPLETE	2013-11	2023-05-16T00:00:00Z
OQ842452.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2013-11	2023-05-16T00:00:00Z
OQ842453.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2013-11	2023-05-16T00:00:00Z
OQ842454.1	Coxsackievirus B3	12072	9606.0	COMPLETE	2013-11	2023-05-16T00:00:00Z
OQ842455.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2014-02	2023-05-16T00:00:00Z
OQ842456.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2014-07	2023-05-16T00:00:00Z
OQ842457.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2015-02	2023-05-16T00:00:00Z
OQ842458.1	Coxsackievirus B1	12071	9606.0	COMPLETE	2016-05	2023-05-16T00:00:00Z
OQ842459.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2017-10	2023-05-16T00:00:00Z
OQ919261.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2018-09-10	2023-08-14T00:00:00Z
OQ923264.1	Echovirus E11	12078	9606.0	COMPLETE	2023-01-12	2023-06-12T00:00:00Z
OQ927998.1	Echovirus E11	12078	9606.0	COMPLETE	2023-01-12	2023-06-12T00:00:00Z
OQ927999.1	Echovirus E11	12078	9606.0	COMPLETE	2022-12-03	2023-06-12T00:00:00Z
OQ928001.1	Echovirus E11	12078	9606.0	COMPLETE	2022-10-27	2023-06-12T00:00:00Z
OQ968553.1	Coxsackievirus B6	74561	9606.0	COMPLETE	1990	2024-06-12T00:00:00Z
OQ990312.1	Enterovirus B83	318566	9606.0	COMPLETE	2004	2023-06-11T00:00:00Z
OR039175.1	Echovirus E11	12078	9606.0	COMPLETE	2019	2023-12-15T00:00:00Z
OR039176.1	Echovirus E11	12078	9606.0	COMPLETE	2019	2023-12-15T00:00:00Z
OR039177.1	Echovirus E11	12078	9606.0	COMPLETE	2019	2023-12-15T00:00:00Z
OR039178.1	Echovirus E11	12078	9606.0	COMPLETE	2019	2023-12-15T00:00:00Z
OR039179.1	Echovirus E11	12078	9606.0	COMPLETE	2019	2023-12-15T00:00:00Z
OR095105.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-05-25	2023-08-08T00:00:00Z
OR095106.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-05-19	2023-08-08T00:00:00Z
OR095107.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-07-03	2023-08-08T00:00:00Z
OR095108.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2020-02-28	2023-08-08T00:00:00Z
OR095109.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2019-06-06	2023-08-08T00:00:00Z
OR095110.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-04-06	2023-08-08T00:00:00Z
OR095111.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-05-20	2023-08-08T00:00:00Z
OR095112.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-05-15	2023-08-08T00:00:00Z
OR095113.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-07-04	2023-08-08T00:00:00Z
OR095114.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-06-07	2023-08-08T00:00:00Z
OR095115.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-01-15	2023-08-08T00:00:00Z
OR095116.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-01-11	2023-08-08T00:00:00Z
OR095117.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-02-10	2023-08-08T00:00:00Z
OR095118.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-05-10	2023-08-08T00:00:00Z
OR095119.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-05-03	2023-08-08T00:00:00Z
OR095120.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-07-13	2023-08-08T00:00:00Z
OR095121.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-07-13	2023-08-08T00:00:00Z
OR095123.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-04-07	2023-08-08T00:00:00Z
OR095124.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-03-18	2023-08-08T00:00:00Z
OR095125.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-01-09	2023-08-08T00:00:00Z
OR095126.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-05-26	2023-08-08T00:00:00Z
OR095127.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2017-05-25	2023-08-08T00:00:00Z
OR095128.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-26	2023-08-08T00:00:00Z
OR095129.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2022-02-13	2023-08-08T00:00:00Z
OR095130.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2020-08-04	2023-08-08T00:00:00Z
OR095131.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-20	2023-08-08T00:00:00Z
OR095132.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-06	2023-08-08T00:00:00Z
OR095133.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-08	2023-08-08T00:00:00Z
OR095135.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-26	2023-08-08T00:00:00Z
OR095136.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-24	2023-08-08T00:00:00Z
OR095137.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-05-18	2023-08-08T00:00:00Z
OR095138.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-06-16	2023-08-08T00:00:00Z
OR095139.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-04-26	2023-08-08T00:00:00Z
OR095140.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-06-22	2023-08-08T00:00:00Z
OR095141.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2019-06-21	2023-08-08T00:00:00Z
OR095142.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2019-03-27	2023-08-08T00:00:00Z
OR095143.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2019-02-06	2023-08-08T00:00:00Z
OR095145.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2019-03-16	2023-08-08T00:00:00Z
OR095146.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-06-12	2023-08-08T00:00:00Z
OR095147.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2020-09-17	2023-08-08T00:00:00Z
OR095151.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-06-25	2023-08-08T00:00:00Z
OR095152.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2021-07-01	2023-08-08T00:00:00Z
OR095153.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2022-07-29	2023-08-08T00:00:00Z
OR095154.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2022-07-06	2023-08-08T00:00:00Z
OR095155.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-10-01	2023-08-08T00:00:00Z
OR095156.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2018-07-06	2023-08-08T00:00:00Z
OR095157.1	Coxsackievirus A10	42769	9606.0	COMPLETE	2019-06-01	2023-08-08T00:00:00Z
OR095789.1	Enterovirus B	138949	9606.0	COMPLETE	2020-03-25	2023-08-29T00:00:00Z
OR095790.1	Enterovirus B	138949	9606.0	COMPLETE	2020-04-22	2023-08-29T00:00:00Z
OR095791.1	Enterovirus B	138949	9606.0	COMPLETE	2020-05-23	2023-08-29T00:00:00Z
OR095792.1	Enterovirus B	138949	9606.0	COMPLETE	2020-05-30	2023-08-29T00:00:00Z
OR095793.1	Enterovirus B	138949	9606.0	COMPLETE	2020-10-15	2023-08-29T00:00:00Z
OR095794.1	Enterovirus B	138949	9606.0	COMPLETE	2020-10-24	2023-08-29T00:00:00Z
OR095795.1	Enterovirus B	138949	9606.0	COMPLETE	2020-12-22	2023-08-29T00:00:00Z
